GeneID,LTHSC.34-.BM,LTHSC.34+.BM,STHSC.150-.BM,MPP4.135+.BM,proB.CLP.BM,proB.FrA.BM,proB.FrBC.BM,B.FrE.BM,B1b.PC,B.T1.Sp,B.T2.Sp,B.T3.Sp,B.Sp,B.Fem.Sp,B.MZ.Sp,B.Fo.Sp,B.mem.Sp,B.GC.CB.Sp,B.GC.CC.Sp,B.PB.Sp,B.PC.Sp,B.PC.BM,preT.DN1.Th,preT.DN2a.Th,preT.DN2b.Th,preT.DN3.Th,T.DN4.Th,T.ISP.Th,T.DP.Th,T.4.Th,T.8.Th,T.4.Nve.Sp,T.4.Nve.Fem.Sp,T.8.Nve.Sp,T.4.Sp.aCD3+CD40.18hr,Treg.4.FP3+.Nrplo.Co,Treg.4.25hi.Sp,T8.TN.P14.Sp,T8.IEL.LCMV.d7.Gut,T8.TE.LCMV.d7.Sp,T8.MP.LCMV.d7.Sp,T8.Tcm.LCMV.d180.Sp,T8.Tem.LCMV.d180.Sp,NKT.Sp,NKT.Sp.LPS.3hr,NKT.Sp.LPS.18hr,NKT.Sp.LPS.3d,Tgd.g2+d17.24a+.Th,Tgd.g2+d17.LN,Tgd.g2+d1.24a+.Th,Tgd.g2+d1.LN,Tgd.g1.1+d1.24a+.Th,Tgd.g1.1+d1.LN,Tgd.Sp,NK.27+11b-.BM,NK.27+11b+.BM,NK.27-11b+.BM,NK.27+11b-.Sp,NK.27+11b+.Sp,NK.27-11b+.Sp,ILC2.SI,ILC3.NKp46-CCR6-.SI,ILC3.NKp46+.SI,ILC3.CCR6+.SI,MPP3.48+.BM,GN.BM,GN.Sp,GN.Thio.PC,Mo.6C+II-.Bl,Mo.6C-II-.Bl,MF.pIC.Alv.Lu,MF.226+II+480lo.PC,MF.ICAM+480hi.PC,MF.RP.Sp,MF.Alv.Lu,MF.microglia.CNS,MF.PC,MF.Fem.PC,DC.4+.Sp,DC.8+.Sp,DC.pDC.Sp,FRC.SLN,IAP.SLN,BEC.SLN,LEC.SLN,Ep.MEChi.Th
IRF6,259.8442986,86.17052525,131.7647936,34.65557301,10.81227133,4.995611938,3.845530954,14.98495203,18.4549442,16.72196819,2.481436696,24.49226357,11.79941312,11.41944731,8.375654018,13.59079365,1.023170884,4.690440961,6.018870856,24.39033777,50.76701938,6.064716428,18.52007322,7.634724597,3.407236635,3.867221452,5.221271295,6.604802147,53.97794181,52.99223949,72.6079112,109.6365497,92.85628007,68.40857699,56.06752964,98.54894738,184.5180421,41.66900507,3.64296457,1.026268237,9.991891042,5.039204185,8.935453431,2.148847091,10.01794411,14.42838377,2.329462857,7.886538652,100.3113388,3.535561032,6.834699866,23.65205603,4.952914226,10.10085007,18.28753143,9.679686765,9.177792737,14.09974656,10.63093448,23.20200885,4.648302821,1.022362769,8.473555934,3.28294568,23.52760366,2.676168724,3.621724621,32.04475986,5.23620708,7.602669533,1.026268237,1.672771184,1.690375723,1.024818568,5.386419738,3.454406737,3.624350609,1.025785014,1.251081757,15.81581001,7.091089676,1.048849861,4.476968361,4.732874367,29.64243578,1029.097149
IRF7,81.71716977,47.31386473,82.41841389,105.216513,167.9879511,210.0018768,29.85631339,109.2148123,30.74184547,193.9927239,202.7009194,181.5077509,197.8869894,256.1282294,118.4527828,160.3514426,228.7680994,125.4929788,118.0372427,233.158711,176.9367374,32.48358704,204.7429464,92.94098998,102.3570109,51.86176413,33.38601169,26.3795503,18.7323808,547.9986857,752.1817866,435.9434656,409.7290867,529.0850379,550.5476005,235.7928921,374.9726325,358.7312689,257.9015088,265.6344254,288.3731598,274.2002524,361.2741679,399.4007301,4321.417047,1264.402942,332.8534683,230.9689683,318.7037162,234.6580759,633.5947518,268.9745815,684.5815321,481.2117125,316.3675062,335.3853694,233.2912174,316.5585742,320.6285591,279.7677583,190.5328818,176.5981169,437.9451608,114.8001484,67.56556163,486.4214165,931.358724,565.3747847,1495.990562,621.1130728,5286.56522,67.53248016,264.8332795,1134.56672,8.287519798,21.00118771,227.1278138,347.5065281,505.635272,329.5107824,1636.154626,89.94224716,726.5710787,988.6614577,797.9018414,283.4720265
IRF8,16.18150624,6.07893636,19.84110571,282.2337762,2868.535493,5412.522564,728.7330847,2437.827584,570.4969235,2113.964544,2241.537413,1998.182534,1809.527169,1920.40937,1243.895374,2002.222319,2673.343936,2370.440827,2501.086395,920.9012316,554.0217308,988.0210746,233.2170572,75.9761264,18.52284176,33.00135955,48.89242359,68.08888282,15.92983656,22.18310336,31.80899465,21.72585315,14.68801885,21.08874066,1533.540885,423.5219769,62.31153298,19.7331132,142.1259138,113.2674593,92.92843132,29.95333998,15.63448816,88.74051723,373.7652411,86.5828279,104.9608473,60.52682472,85.36809341,57.35053258,41.66859518,62.2639876,50.87235192,127.166765,936.1478242,2067.337375,2616.269478,1052.527482,1854.333251,1739.876871,22.17009799,158.2842008,277.3804376,178.2934611,255.9841539,124.2424667,436.5513671,99.87321749,998.4686863,650.6136192,500.0891791,50.73946465,326.6737447,1758.62858,407.493539,2487.64499,558.5728825,541.2553341,221.8489842,6211.006113,16536.81094,1001.21842,4019.303192,105.1808722,990.6496381,1670.871764
IRF9,525.3694051,314.6055703,440.3955332,472.6209446,459.3801353,453.4836336,164.9292839,570.5335581,449.9135681,656.0356827,616.1944122,507.7760366,608.7271645,729.7822366,509.7713073,513.2617466,824.3869849,161.2988761,208.8405202,290.946062,398.9856091,179.883204,373.5520307,239.9030223,231.0393468,144.3985953,92.56068021,60.92050861,155.1432469,909.8573104,761.798566,768.8731388,747.4533201,735.7417037,426.776955,515.9500214,790.2120365,614.1560967,377.0077162,416.0379179,446.4634355,395.6717163,419.1754649,643.4750956,1165.097548,668.2579886,339.2192658,510.5096273,507.4170757,381.4060744,764.6151365,422.2149703,805.420418,647.5171925,364.9065076,348.0784316,419.2687713,361.2187631,383.6326591,340.2775635,339.3616319,101.3356915,206.414478,147.2855132,343.68564,585.705966,651.1243215,616.5549486,661.2730836,499.9305306,502.0893097,316.2207921,285.1938807,447.2245441,122.9439248,281.1372348,328.8112815,401.8259594,697.295493,450.2915185,766.7650592,377.2911234,447.135074,563.5627536,635.2887004,201.3466357
LYL1,847.8477624,550.8086418,673.0324672,625.7832009,641.049346,508.97766,420.6552313,693.5058499,408.844461,568.4522811,620.7586939,714.794328,552.5265016,467.0230385,474.5908629,561.7057893,581.4542589,667.7090988,648.5146201,180.5635755,193.4788961,216.8080024,504.8258922,504.1681538,87.8405414,1.201567125,1.962398543,3.62641713,2.174095561,2.609390719,1.024818568,4.664590798,3.164148196,2.024599578,2.132073144,8.366651941,7.017129725,2.42096252,9.117719918,1.026268237,2.55908204,1.025832874,1.024818568,1.385804851,1.025832874,1.024818568,9.710078347,1.024818568,1.023994726,5.084840385,1.024818568,3.489853986,1.025543402,4.872652574,1.025543402,1.024818568,1.035531923,1.024781127,3.261065771,4.212991191,8.608053188,1.022362769,1.022766826,1.023170884,613.3369466,378.1688551,405.8378203,327.2196165,657.0332411,944.3190178,43.19542899,473.5363154,461.1603699,75.47863607,58.53633928,644.1731424,493.7894702,541.9188757,161.627168,27.08029599,53.11718531,1.261261494,161.1071559,26.14792456,220.5253119,1.011585442
MYOD1,1.020794861,1.021260412,1.021750097,1.02181159,1.023170884,1.021346039,1.024461573,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.023170884,1.025785014,1.388111071,1.024314279,1.02684718,1.022362769,1.022362769,1.024461573,1.024818568,1.024482376,1.944891495,1.026216629,1.024818568,1.024461573,1.024818568,1.026699851,1.025543402,1.026268237,1.025785014,1.024859064,2.119781217,1.027563081,1.026268237,1.026268237,1.026557708,6.688262317,1.024818568,1.023170884,1.025832874,1.024818568,1.024818568,1.75467555,1.023994726,1.022362769,1.024818568,1.023994726,1.025543402,7.193696732,1.025543402,2.53240981,1.035531923,1.024781127,1.024104579,1.024818568,1.024818568,1.022362769,1.022766826,1.023170884,1.022573939,1.02720513,1.024818568,3.162825361,1.024818568,1.02471956,1.026268237,1.025543402,1.806436683,1.024818568,1.025543402,1.026268237,1.025785014,1.025785014,1.02181159,1.201247717,1.024461573,1.019656145,1.041742792,1.019106789,1.017884268,1.39152498
MYOG,1.020794861,1.021260412,1.021750097,2.513946546,16.03207418,6.328569811,1.024461573,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.023170884,1.025785014,1.024031344,1.300112173,1.02684718,1.022362769,1.022362769,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,1.024818568,1.298179563,1.024818568,1.702284572,1.025543402,1.026268237,1.025785014,1.024859064,1.025543402,1.027563081,1.026268237,1.026268237,1.026557708,1.025832874,1.024818568,1.023170884,1.025832874,1.024818568,1.024818568,1.024818568,1.023994726,1.022362769,1.024818568,1.023994726,1.025543402,1.023994726,1.025543402,1.024818568,1.661334653,1.024781127,1.024104579,3.169723269,1.024818568,1.022362769,1.022766826,1.023170884,2.54283688,1.02720513,1.024818568,1.027563081,1.024818568,1.02471956,1.026268237,1.025543402,1.024818568,1.024818568,1.025543402,2.253836983,1.025785014,1.025785014,1.126599747,1.147248836,1.024461573,1.019656145,1.017884268,1.019106789,1.017884268,18.14555917
NR1D1,17.68433168,13.3545616,8.465333746,14.87949876,6.088161206,10.82734698,19.54285363,3.545781804,17.2002074,8.339522656,4.301795569,14.08958125,1.024818568,5.874811024,7.679837021,4.205395349,1.023170884,1.025785014,1.388111071,17.53431631,1.02684718,2.319928218,9.458825821,13.51555968,7.06146363,19.46429871,10.40106734,12.34244096,43.31536179,4.855978655,8.850883031,13.40420541,3.125980141,12.068034,3.166106326,96.42961052,6.016657749,15.15863612,1.026268237,4.11736684,4.184710919,28.03668936,42.46190087,67.46243272,17.48855109,57.19493818,87.28052396,9.62173383,397.5555786,5.208326889,8.202734987,2.722875437,26.23768269,21.20323231,3.964457847,1.024818568,1.035531923,1.334853548,3.901667521,6.46181167,197.0212973,1141.336625,1195.862098,2032.779707,8.602984101,1.02720513,2.219810495,1.027563081,6.149271574,20.37656337,3.481405729,25.91066852,80.87756577,51.5842906,8.039227635,33.23541517,144.5082692,75.72517812,1.400811281,1.147248836,5.186461686,246.7711033,4.509404604,231.5754674,57.10796642,7.672290293
OLIG2,1.020794861,1.021260412,1.021750097,1.107393071,1.023170884,1.021346039,1.024461573,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.023170884,1.025785014,1.205748066,1.024314279,1.02684718,1.022362769,1.022362769,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,1.024818568,1.024461573,1.024818568,1.026699851,1.576013425,1.026268237,1.025785014,1.206230772,1.025543402,1.027563081,1.026268237,1.026268237,1.026557708,1.025832874,2.329462857,1.023170884,1.025832874,1.024818568,1.024818568,1.024818568,1.023994726,1.470953927,1.024818568,1.023994726,1.025543402,1.023994726,1.025543402,1.024818568,1.035531923,1.024781127,1.024104579,1.024818568,1.024818568,1.022362769,1.022766826,1.023170884,1.022573939,1.02720513,1.024818568,1.027563081,1.024818568,1.02471956,1.026268237,1.025543402,1.024818568,1.024818568,1.025543402,1.026268237,1.025785014,1.025785014,1.126599747,1.022766826,1.024461573,1.019656145,1.017884268,1.019106789,6.538764123,1.467178653
OLIG3,1.020794861,1.110312201,1.057774429,1.02181159,1.023170884,1.021346039,1.302726807,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.407849702,1.025785014,1.024031344,1.024314279,3.481405729,1.022362769,1.022362769,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,57.89513138,1.024461573,1.024818568,1.026699851,1.576013425,1.026268237,1.025785014,1.024859064,3.37044849,1.027563081,1.026268237,1.026268237,1.026557708,1.025832874,1.024818568,1.385804851,1.025832874,1.024818568,1.024818568,1.024818568,1.023994726,1.022362769,2.277338701,1.71974154,1.025543402,1.187178001,1.938311476,1.024818568,1.035531923,1.024781127,1.391497502,1.024818568,1.024818568,1.022362769,1.022766826,1.023170884,1.022573939,1.02720513,1.024818568,1.027563081,2.513930001,1.02471956,1.026268237,1.025543402,1.024818568,1.024818568,1.025543402,1.026268237,1.025785014,1.025785014,1.02181159,1.022766826,2.239412773,1.019656145,1.017884268,1.422290892,1.017884268,1.005329264
PAX1,1.020794861,1.021260412,1.021750097,1.02181159,1.023170884,1.021346039,1.024461573,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.023170884,1.025785014,1.024031344,1.024314279,1.02684718,1.022362769,1.022362769,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,1.024818568,1.024461573,1.024818568,1.026699851,1.025543402,1.026268237,1.025785014,1.024859064,1.025543402,1.027563081,1.026268237,1.026268237,1.026557708,1.025832874,1.024818568,1.023170884,1.025832874,1.024818568,1.024818568,1.024818568,1.707000178,1.022362769,1.024818568,1.023994726,1.025543402,1.023994726,1.025543402,1.024818568,1.035531923,1.820548665,1.024104579,1.024818568,1.730851905,1.022362769,1.022766826,1.023170884,1.022573939,1.02720513,1.024818568,1.027563081,1.024818568,1.02471956,1.026268237,1.025543402,1.024818568,1.024818568,1.025543402,1.026268237,1.025785014,1.025785014,1.02181159,1.022766826,1.024461573,1.060365534,1.017884268,1.019106789,1.017884268,48.67943482
PAX5,1.020794861,1.021260412,1.021750097,1.136400536,4.269590857,30.12168524,120.4216269,343.6649844,166.717479,406.376674,240.9014463,262.1697971,317.3461046,177.8256724,214.452604,212.7044365,265.0966944,155.3684051,154.7857797,7.142509325,1.02684718,18.30515044,1.022362769,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,1.024818568,1.024461573,1.024818568,1.026699851,1.025543402,1.026268237,1.025785014,1.024859064,1.025543402,1.027563081,1.026268237,1.026268237,1.026557708,1.025832874,1.024818568,1.023170884,1.025832874,1.024818568,1.024818568,1.024818568,1.023994726,1.022362769,1.024818568,1.023994726,1.025543402,1.023994726,1.025543402,1.024818568,1.035531923,1.024781127,1.024104579,1.024818568,1.024818568,1.022362769,1.022766826,1.023170884,1.022573939,1.02720513,1.024818568,1.027563081,1.024818568,1.02471956,1.026268237,1.025543402,1.024818568,2.061952636,1.950757511,1.026268237,1.025785014,1.634780286,1.02181159,1.022766826,1.024461573,1.019656145,21.65647515,1.211208297,1.041468545,1.015493919
PAX8,1.020794861,1.021260412,1.021750097,1.02181159,1.764278697,1.021346039,1.024461573,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.023170884,1.025785014,1.024031344,1.024314279,1.02684718,1.022362769,1.149902277,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,1.024818568,1.024461573,1.477768277,1.026699851,2.445414905,1.026268237,1.025785014,1.525436503,1.025543402,1.027563081,4.497955398,1.026268237,1.026557708,1.025832874,1.024818568,1.023170884,1.025832874,1.024818568,1.024818568,1.024818568,1.023994726,1.022362769,1.024818568,1.023994726,1.025543402,1.023994726,1.025543402,1.024818568,1.035531923,1.024781127,1.024104579,1.024818568,1.730851905,1.022362769,1.022766826,1.023170884,1.022573939,32.63276952,14.50946476,16.74638412,1.024818568,1.02471956,1.026268237,1.025543402,1.024818568,1.024818568,1.025543402,1.026268237,1.025785014,1.025785014,1.02181159,1.022766826,1.024461573,1.019656145,1.017884268,1.019106789,1.017884268,1.233360101
PAX9,1.049315412,1.021260412,1.057774429,1.02181159,1.023170884,1.021346039,1.024461573,1.025832874,1.516768612,4.148358383,1.843723271,1.026268237,1.024818568,2.761922897,1.025543402,2.031567559,1.407849702,1.025785014,2.152411579,2.015842574,1.02684718,1.022362769,1.13166874,1.024461573,1.024818568,1.024482376,1.497412091,1.401752571,4.160196654,1.689555036,2.419590264,6.727765593,1.576013425,1.026268237,1.746587341,2.239687257,2.119781217,1.027563081,6.077177161,1.026268237,1.827533945,2.889769159,13.3610143,2.955455302,1.025832874,1.516043778,1.024818568,1.024818568,1.236399614,2.592076778,3.756003121,1.733337308,1.025543402,1.478810293,1.025543402,3.667225843,6.843645461,6.505480589,1.024104579,5.273169186,2.702165105,1.022362769,1.022766826,1.023170884,1.411208067,3.903396772,1.024818568,3.162825361,5.23620708,8.506523279,1.026268237,1.025543402,1.806436683,1.024818568,1.741593356,1.893184173,1.602130411,1.025785014,1.763874639,2.604848269,1.024461573,1.019656145,1.017884268,1.443479039,1.078715398,90.18049696
PRDM1,6.15364581,3.492178847,8.41353822,3.305743345,2.397141904,3.281983209,5.735081851,15.63169625,45.48093648,3.383058327,3.292190362,1.026268237,15.53917583,13.58993371,40.76791201,12.44844775,3.529858833,7.66204145,31.35784093,714.7793212,1379.034188,253.1416118,3.490618231,1.797746708,2.84620345,2.843473925,1.026429664,1.026216629,29.12812756,7.786420171,1.677140712,44.10880629,53.25105536,4.469561422,84.71040181,933.780177,31.32142081,5.385257874,308.0946595,219.6735684,76.01902391,87.93638971,98.09647013,202.461601,653.1951785,309.2406463,92.96132377,3.58217953,57.17664787,9.963719482,20.11051858,1.238917167,13.93597875,11.69937841,233.7261755,246.744474,448.5153058,195.8856789,277.0374876,445.7934777,149.7512753,58.33513956,112.120096,8.519738049,4.855169329,1.02720513,20.91069385,69.56234856,60.46687307,41.5588216,77.60842426,1.945719234,1.024818568,144.1421191,57.02414952,94.63698544,1.025785014,1.025785014,22.85222713,10.67776169,2.496814442,1.019656145,80.75848221,164.9000815,1.09504364,1.107793649
RUNX1,566.062984,482.4392517,398.3623119,455.3540507,395.8708508,404.7853576,339.8418782,203.6585465,183.0563974,183.7995289,183.9075295,254.873579,185.4462067,179.4917147,150.5162999,247.8644234,202.8404047,140.0708729,126.2377762,88.10262475,36.86243418,174.5001733,514.3826814,888.6815525,1085.771914,881.7076599,391.9083037,305.0871848,459.7857067,517.5979436,107.099282,290.7587156,359.1938679,164.6798273,94.04662563,566.8718251,184.6797556,130.2137404,135.2642074,259.8674426,134.5372507,146.2425081,168.2541175,384.6673767,349.8170546,269.7969266,355.8953717,485.2768669,257.3214846,448.6544818,106.4010264,246.0727492,128.6598607,188.5005645,275.5551175,295.9286176,263.5706708,283.9458885,288.8715453,399.3050485,398.1150066,335.9195653,379.1737008,313.7003226,371.3552548,153.9016194,225.0587365,301.8024491,298.8303052,300.2713106,428.1664691,185.5183349,84.63268749,444.7402417,892.3357437,605.8216274,98.09567904,98.39476513,153.5915769,226.8919825,75.47409311,4.099801669,135.9571911,2.338725413,1.391077938,5.100164288
RUNX2,306.0104874,295.9225648,632.6425204,670.6821116,550.873237,1021.706587,9.997484971,4.560595153,14.11562569,1.024818568,1.026268237,1.026268237,3.969524306,2.761922897,1.58315998,2.932283328,21.88722816,2.863165949,2.798270313,48.57491321,100.8808443,114.6477135,407.6190742,166.9641999,127.3491902,43.14126341,12.76599137,4.692524799,8.314598533,20.13198528,14.13508435,3.641697581,2.445414905,18.83865029,29.94896018,407.7758649,24.0694502,14.01136068,534.325089,317.2995074,397.6587457,294.6993074,309.4116281,18.08113682,18.13489973,25.86909235,25.90948579,78.8956871,332.7202528,61.86822201,190.8903076,86.31948118,117.347766,199.7907711,244.5501088,252.3970592,206.8326798,251.2830193,280.9387206,183.8357823,44.08009027,64.32454353,208.1963895,85.44531795,423.0882418,170.1403101,168.0122557,188.7621724,68.44919925,364.0795187,126.0185938,3.326952265,1.690375723,1.551866296,239.5616992,2.253836983,2.185110187,4.483222618,159.3606569,114.9528153,2944.664485,2.797960872,547.4604187,1.274724179,1.309738977,1.554555513
RUNX3,54.38141386,205.1893715,152.825104,193.1474297,195.7643375,197.8396201,86.98346021,109.9158679,153.7795744,158.3965878,202.0367496,193.3972146,215.156885,224.0700299,349.9933438,204.0249896,146.3843586,25.18496756,98.02175697,56.78343388,145.3127007,130.3288287,458.2379012,359.1121488,195.7549965,69.97653465,61.03199819,39.02353041,36.92773467,97.33029521,631.251948,168.9076497,181.8316808,546.3258925,351.1302777,309.4444598,92.57386965,483.6905354,709.7462805,540.3310282,479.9003532,643.638122,839.130168,509.171236,339.9927747,262.0419665,340.9996399,330.9318706,545.4300864,475.2208918,784.4165382,384.8164091,718.443924,734.7298027,712.7717747,761.8265141,651.0086009,691.5952673,773.0123846,582.493133,502.1945704,756.5948389,735.2838737,963.8681732,244.1768709,85.20750512,113.34617,35.8850179,178.7130685,92.44495984,3.481405729,125.958661,93.43117136,6.494415883,2.666807464,1.026268237,79.12699292,72.63795498,546.9290979,166.3122931,220.5426288,1.048849861,165.6400299,1.6143924,1.259284422,203.8511061
SCRT1,1.020794861,1.021260412,1.021750097,1.02181159,1.023170884,1.021346039,1.024461573,1.025832874,1.025543402,1.024818568,1.026268237,1.026268237,1.024818568,1.026268237,1.025543402,1.026553242,1.023170884,1.025785014,1.024031344,1.024314279,1.02684718,1.022362769,1.022362769,1.024461573,1.024818568,1.024482376,1.026429664,1.026216629,1.024818568,1.024461573,1.024818568,1.026699851,1.025543402,1.026268237,1.025785014,8.197215546,1.025543402,1.027563081,1.026268237,1.026268237,2.046106126,1.025832874,5.519366345,1.023170884,1.025832874,2.066620414,1.024818568,1.024818568,1.023994726,1.022362769,1.024818568,1.023994726,1.025543402,1.023994726,1.938311476,1.024818568,1.035531923,1.024781127,1.024104579,1.024818568,4.648302821,16.05239774,10.24226437,17.4567055,1.022573939,1.02720513,1.024818568,1.027563081,1.024818568,1.02471956,1.026268237,1.025543402,1.024818568,1.024818568,1.025543402,1.026268237,1.025785014,1.025785014,1.02181159,1.022766826,1.024461573,1.019656145,1.017884268,1.019106789,1.017884268,1.0
